anon_id,anon_ip,collection_order,input_target,source,discovery_confidence,discovery_sources,passive_http_title,passive_http_status,shodan_module,shodan_product,shodan_query_id,product_confidence,family_match_count,top_family,matched_version_count,top_version,exact_version_count,vulnerability_count,status_distribution_signature
gw-0478,198.51.100.224,481,198.51.100.224:443,shodan,0.82,favicon_hash:-1408625955;http_body_marker:openclaw;http_title:OpenClaw Control;passive_tls_jarm,OpenClaw Control,200,https,OpenClaw,,0.8500000000000001,0,,0,,0,0,200:1
gw-0479,198.51.100.225,482,198.51.100.225:18789,shodan,0.82,favicon_hash:-1408625955;http_body_marker:openclaw;http_title:OpenClaw Control,OpenClaw Control,200,http-simple-new,OpenClaw,,0.8500000000000001,0,,0,,0,0,200:1
gw-0480,198.51.100.226,483,198.51.100.226:80,shodan,0.82,favicon_hash:-1408625955;http_body_marker:openclaw;http_title:OpenClaw Control,OpenClaw Control,200,http,OpenClaw,,0.8500000000000001,0,,0,,0,0,200:1
gw-0481,198.51.100.227,484,198.51.100.227:18789,shodan,0.82,favicon_hash:-1408625955;http_body_marker:openclaw;http_title:OpenClaw Control,OpenClaw Control,200,http-simple-new,OpenClaw,,0.8500000000000001,0,,0,,0,0,200:1
gw-0482,198.51.100.228,485,198.51.100.228:18789,shodan,0.82,favicon_hash:-1408625955;http_body_marker:openclaw;http_title:OpenClaw Control,OpenClaw Control,200,http-simple-new,OpenClaw,,0.8500000000000001,0,,0,,0,0,200:1
gw-0483,198.51.100.229,486,198.51.100.229:443,shodan,0.82,favicon_hash:-1408625955;http_body_marker:openclaw;http_title:OpenClaw Control;passive_tls_jarm,OpenClaw Control,200,https,OpenClaw,,0.8500000000000001,0,,0,,0,0,200:1
gw-0484,198.51.100.230,487,198.51.100.230:443,shodan,0.82,favicon_hash:-1408625955;http_body_marker:openclaw;http_title:OpenClaw Control;passive_tls_jarm,OpenClaw Control,200,https,OpenClaw,,0.8500000000000001,0,,0,,0,0,200:1
gw-0485,198.51.100.231,488,198.51.100.231:18789,shodan,0.82,favicon_hash:-1408625955;http_body_marker:openclaw;http_title:OpenClaw Control,OpenClaw Control,200,http-simple-new,OpenClaw,,0.8500000000000001,0,,0,,0,0,200:1
gw-0486,198.51.100.232,489,198.51.100.232:8080,shodan,0.82,favicon_hash:-1408625955;http_body_marker:openclaw;http_title:OpenClaw Control,OpenClaw Control,200,http-simple-new,OpenClaw,,0.8500000000000001,0,,0,,0,0,200:1
gw-0487,198.51.100.233,490,198.51.100.233:10005,shodan,0.82,favicon_hash:-1408625955;http_body_marker:openclaw;http_title:OpenClaw Control,OpenClaw Control,200,auto,OpenClaw,,0.8500000000000001,0,,0,,0,0,200:1
gw-0488,198.51.100.234,491,198.51.100.234:18789,shodan,0.82,favicon_hash:-1408625955;http_body_marker:openclaw;http_title:OpenClaw Control,OpenClaw Control,200,http-simple-new,OpenClaw,,0.8500000000000001,0,,0,,0,0,200:1
gw-0489,198.51.100.235,492,198.51.100.235:80,shodan,0.82,favicon_hash:-1408625955;http_body_marker:openclaw;http_title:OpenClaw Control,OpenClaw Control,200,http,OpenClaw,,0.8500000000000001,0,,0,,0,0,200:1
gw-0490,198.51.100.236,493,198.51.100.236:443,shodan,0.82,favicon_hash:-1408625955;http_body_marker:openclaw;http_title:OpenClaw Control;passive_tls_jarm,OpenClaw Control,200,https,OpenClaw,,0.8500000000000001,0,,0,,0,0,200:1
gw-0491,198.51.100.237,494,198.51.100.237:80,shodan,0.82,favicon_hash:-1408625955;http_body_marker:openclaw;http_title:OpenClaw Control,OpenClaw Control,200,http,OpenClaw,,0.8500000000000001,0,,0,,0,0,200:1
gw-0492,198.51.100.238,495,198.51.100.238:443,shodan,0.82,favicon_hash:-1408625955;http_body_marker:openclaw;http_title:OpenClaw Control;passive_tls_jarm,OpenClaw Control,200,https,OpenClaw,,0.8500000000000001,0,,0,,0,0,200:1
gw-0493,198.51.100.239,496,198.51.100.239:18789,shodan,0.82,favicon_hash:-1408625955;http_body_marker:openclaw;http_title:OpenClaw Control,OpenClaw Control,200,http-simple-new,OpenClaw,,0.8500000000000001,0,,0,,0,0,200:1
gw-0494,198.51.100.240,497,198.51.100.240:18789,shodan,0.82,favicon_hash:-1408625955;http_body_marker:openclaw;http_title:OpenClaw Control,OpenClaw Control,200,http-simple-new,OpenClaw,,0.8500000000000001,0,,0,,0,0,200:1
gw-0495,198.51.100.241,498,198.51.100.241:443,shodan,0.82,favicon_hash:-1408625955;http_body_marker:openclaw;http_title:OpenClaw Control;passive_tls_jarm,OpenClaw Control,200,https,OpenClaw,,0.8500000000000001,0,,0,,0,0,200:1
gw-0496,198.51.100.242,499,198.51.100.242:443,shodan,0.82,favicon_hash:-1408625955;http_body_marker:openclaw;http_title:OpenClaw Control;passive_tls_jarm,OpenClaw Control,200,https,OpenClaw,,0.8500000000000001,0,,0,,0,0,200:1
gw-0497,198.51.100.243,500,198.51.100.243:443,shodan,0.82,favicon_hash:-1408625955;http_body_marker:openclaw;http_title:OpenClaw Control;passive_tls_jarm,OpenClaw Control,200,https,OpenClaw,,0.8500000000000001,0,,0,,0,0,200:1
